PaymentID,BookingID,Amount,PaymentDate,PaymentMethod
2462,2462,564.3710223595701,2024-02-11,VISA 19 digit
2463,2463,1030.63470926431,2024-03-05,Maestro
2464,2464,767.0313270047116,2024-01-23,VISA 19 digit
2465,2465,460.75825024756716,2024-02-03,JCB 15 digit
2466,2466,560.1651488325879,2024-05-02,Discover
2467,2467,671.2112599508491,2024-02-05,VISA 16 digit
2468,2468,532.6310131248417,2024-03-01,American Express
2469,2469,1431.1168644909653,2024-02-26,Maestro
2470,2470,1206.004176548974,2024-02-26,Discover
2471,2471,677.5471607264233,2024-01-31,JCB 15 digit
2472,2472,1050.970204463312,2024-02-16,VISA 16 digit
2473,2473,581.1780966663604,2024-02-16,Maestro
2474,2474,941.3746619439187,2024-02-25,VISA 16 digit
2475,2475,636.3798786162048,2024-03-25,Discover
2476,2476,1007.246938300693,2024-02-10,JCB 16 digit
2477,2477,817.2334676811083,2024-04-25,Maestro
2478,2478,975.5342496244637,2024-03-09,Maestro
2479,2479,1147.6125126204013,2024-03-10,VISA 13 digit
2480,2480,513.4798571598835,2024-01-02,JCB 16 digit
2481,2481,1400.2092590382003,2024-02-28,Discover
2482,2482,1129.9958882088436,2024-01-09,VISA 16 digit
2483,2483,454.4796870319527,2024-04-06,Diners Club / Carte Blanche
2484,2484,728.0330449509988,2024-04-17,VISA 19 digit
2485,2485,620.1353412620873,2024-03-01,VISA 13 digit
2486,2486,773.3280640455148,2024-02-25,Diners Club / Carte Blanche
2487,2487,493.49324542520213,2024-02-01,JCB 15 digit
2488,2488,143.3626500429727,2024-04-08,JCB 15 digit
2489,2489,923.3008066983917,2024-05-05,Discover
2490,2490,1217.1800720209349,2024-03-12,JCB 16 digit
2491,2491,1043.6606756415283,2024-03-12,Discover
2492,2492,172.953378726687,2024-02-04,American Express
2493,2493,831.9435335216383,2024-05-05,Maestro
2494,2494,359.74165471095984,2024-04-24,VISA 16 digit
2495,2495,647.3526758886129,2024-02-29,American Express
2496,2496,847.9935605802411,2024-04-20,VISA 13 digit
2497,2497,729.4185607097786,2024-04-17,VISA 16 digit
2498,2498,549.4614713820171,2024-01-24,Maestro
2499,2499,802.0606957392625,2024-01-21,American Express
2500,2500,211.8914273056929,2024-02-04,Discover
2501,2501,906.5468022320606,2024-04-29,Discover
2502,2502,809.4193179803917,2024-01-06,Diners Club / Carte Blanche
2503,2503,518.4473526682676,2024-04-25,VISA 13 digit
2504,2504,1075.5121950162481,2024-01-01,VISA 16 digit
2505,2505,1012.1769413530355,2024-04-15,Discover
2506,2506,1151.9922392944702,2024-03-12,American Express
2507,2507,467.3019979257199,2024-03-30,Mastercard
2508,2508,1164.9900376087749,2024-05-06,JCB 16 digit
2509,2509,745.0184316130424,2024-03-27,JCB 15 digit
2510,2510,394.7542612444148,2024-01-30,Diners Club / Carte Blanche
2511,2511,1143.1435084906727,2024-01-26,VISA 19 digit
2512,2512,762.7595601322697,2024-01-15,JCB 16 digit
2513,2513,856.1350316898751,2024-04-06,JCB 15 digit
2514,2514,126.53817031188665,2024-04-16,VISA 16 digit
2515,2515,771.3479733202773,2024-03-07,VISA 16 digit
2516,2516,1061.332717702634,2024-01-13,VISA 16 digit
2517,2517,576.687100762287,2024-02-04,VISA 13 digit
2518,2518,427.8130318210034,2024-03-19,JCB 16 digit
2519,2519,620.1418476639797,2024-02-13,VISA 16 digit
2520,2520,370.47680150557096,2024-02-20,VISA 13 digit
2521,2521,1065.3386722359567,2024-03-03,Diners Club / Carte Blanche
2522,2522,1444.1721135257096,2024-02-06,JCB 15 digit
2523,2523,963.9018642480312,2024-03-18,VISA 16 digit
2524,2524,907.733152777679,2024-02-14,Mastercard
2525,2525,985.372150707391,2024-04-21,VISA 16 digit
2526,2526,751.4708163880863,2024-01-21,VISA 16 digit
2527,2527,1293.2688418509115,2024-04-03,VISA 16 digit
2528,2528,1053.6224968681552,2024-03-28,JCB 16 digit
2529,2529,736.7478026994015,2024-03-02,VISA 19 digit
2530,2530,578.5954285677037,2024-04-22,VISA 16 digit
2531,2531,523.0375415212652,2024-02-20,Mastercard
2532,2532,1000.6089089162074,2024-01-21,VISA 19 digit
2533,2533,1184.7898817917398,2024-01-21,Discover
2534,2534,1197.503585475821,2024-02-29,American Express
2535,2535,846.2767381607944,2024-01-12,VISA 13 digit
2536,2536,442.77844346442134,2024-01-31,Mastercard
2537,2537,942.2594069147419,2024-02-04,Maestro
2538,2538,869.2811808993577,2024-02-17,VISA 13 digit
2539,2539,287.07444653512255,2024-03-12,VISA 16 digit
2540,2540,588.5238682994966,2024-02-06,Mastercard
2541,2541,655.016350391016,2024-03-08,American Express
2542,2542,611.4217932387937,2024-02-07,JCB 16 digit
2543,2543,861.7582798745765,2024-02-24,Diners Club / Carte Blanche
2544,2544,857.3284696757024,2024-04-22,JCB 16 digit
2545,2545,918.1246122368334,2024-03-04,VISA 13 digit
2546,2546,826.0588630305278,2024-04-08,JCB 15 digit
2547,2547,1091.979327116943,2024-03-21,American Express
2548,2548,1019.1411174198165,2024-04-26,JCB 16 digit
2549,2549,1209.8317124392252,2024-04-05,Maestro
2550,2550,722.9621941754344,2024-01-06,JCB 16 digit
2551,2551,493.2010448132681,2024-03-24,VISA 19 digit
2552,2552,399.01977804672174,2024-04-03,Maestro
2553,2553,1337.4152886977581,2024-03-06,JCB 16 digit
2554,2554,1192.7938784347439,2024-02-13,Mastercard
2555,2555,1367.0414704325367,2024-03-25,JCB 16 digit
2556,2556,731.538633526751,2024-01-04,VISA 19 digit
2557,2557,404.7743130246171,2024-02-20,VISA 13 digit
2558,2558,661.2073914630998,2024-02-29,American Express
2559,2559,655.9736440526052,2024-02-20,JCB 16 digit
2560,2560,883.2975001489818,2024-05-03,JCB 16 digit
2561,2561,502.63036262130134,2024-03-08,JCB 15 digit
2562,2562,995.2920358241238,2024-04-18,Mastercard
2563,2563,794.3601403696777,2024-04-11,Maestro
2564,2564,987.6299266338606,2024-04-30,VISA 19 digit
2565,2565,1226.969715765562,2024-04-20,JCB 16 digit
2566,2566,716.2182136082774,2024-04-13,VISA 16 digit
2567,2567,608.8135611918676,2024-04-08,Discover
2568,2568,242.40225427212334,2024-03-15,VISA 16 digit
2569,2569,547.8221682120519,2024-01-06,Discover
2570,2570,842.7985096843012,2024-04-01,Diners Club / Carte Blanche
2571,2571,1072.4055522374638,2024-01-24,JCB 15 digit
2572,2572,121.73708424497389,2024-01-21,Discover
2573,2573,878.4627768928985,2024-02-12,Discover
2574,2574,873.5346270623415,2024-02-26,JCB 15 digit
2575,2575,151.09809486473378,2024-01-07,JCB 15 digit
2576,2576,597.880151082762,2024-02-10,Discover
2577,2577,891.1272949600889,2024-01-03,VISA 19 digit
2578,2578,1111.109784168521,2024-03-23,JCB 15 digit
2579,2579,600.5246187547422,2024-03-01,Maestro
2580,2580,990.6409151162272,2024-03-18,Discover
2581,2581,1250.1822691872972,2024-02-06,Mastercard
2582,2582,372.77177487765016,2024-03-28,Diners Club / Carte Blanche
2583,2583,881.2521903633167,2024-02-04,VISA 13 digit
2584,2584,710.9963953577025,2024-04-22,Diners Club / Carte Blanche
2585,2585,595.1498290002958,2024-04-08,JCB 16 digit
2586,2586,822.5209852483799,2024-01-23,VISA 13 digit
2587,2587,1035.1693507309533,2024-02-08,VISA 16 digit
2588,2588,602.2507844525553,2024-01-22,JCB 15 digit
2589,2589,462.3363179313728,2024-02-16,VISA 16 digit
2590,2590,806.2428578611588,2024-03-15,VISA 16 digit
2591,2591,121.53236722473949,2024-05-02,JCB 15 digit
2592,2592,1185.6572392494454,2024-05-02,VISA 16 digit
2593,2593,991.0837572530698,2024-01-24,JCB 15 digit
2594,2594,1014.7995982076376,2024-04-09,Maestro
2595,2595,855.4091036410485,2024-04-11,VISA 13 digit
2596,2596,445.47680091352834,2024-04-01,American Express
2597,2597,929.2803496055465,2024-03-25,Diners Club / Carte Blanche
2598,2598,819.7940413246392,2024-03-16,Diners Club / Carte Blanche
2599,2599,348.54959419001955,2024-03-09,Discover
2600,2600,701.2010290242705,2024-04-14,American Express
2601,2601,764.5156564853835,2024-02-12,JCB 16 digit
2602,2602,1118.8166770200949,2024-04-03,Discover
2603,2603,1135.0058196738637,2024-03-07,JCB 16 digit
2604,2604,846.7672691278244,2024-01-15,Diners Club / Carte Blanche
2605,2605,1042.1640187681542,2024-03-04,JCB 15 digit
2606,2606,486.2636311063622,2024-01-25,Diners Club / Carte Blanche
2607,2607,171.7849247993355,2024-03-28,American Express
2608,2608,1147.1264988208475,2024-02-27,JCB 16 digit
2609,2609,626.2341474601983,2024-03-16,VISA 13 digit
2610,2610,870.0681644471535,2024-04-13,Mastercard
2611,2611,253.0956937101459,2024-01-05,JCB 16 digit
2612,2612,462.24301707898985,2024-03-11,VISA 16 digit
2613,2613,338.24034181667497,2024-04-05,American Express
2614,2614,901.2235004205855,2024-02-15,Mastercard
2615,2615,471.81777412514236,2024-01-09,Diners Club / Carte Blanche
2616,2616,841.6563238231304,2024-03-01,JCB 16 digit
2617,2617,173.71184131532655,2024-02-11,VISA 16 digit
2618,2618,622.3486817527114,2024-05-03,JCB 15 digit
2619,2619,512.577339188267,2024-01-27,VISA 16 digit
2620,2620,401.646555624718,2024-04-26,Mastercard
2621,2621,939.9810804383377,2024-04-04,Discover
2622,2622,1036.3199029325638,2024-03-18,Maestro
2623,2623,993.6424809517316,2024-04-10,Discover
2624,2624,1034.1780922422786,2024-05-06,American Express
2625,2625,845.5373055649457,2024-04-21,VISA 13 digit
2626,2626,1122.1848464711863,2024-01-24,American Express
2627,2627,806.4805657791394,2024-05-03,VISA 19 digit
2628,2628,894.0810395736422,2024-02-26,Maestro
2629,2629,894.554422454662,2024-01-01,JCB 15 digit
2630,2630,769.171733945986,2024-03-19,American Express
2631,2631,1240.0424142046097,2024-01-17,Diners Club / Carte Blanche
2632,2632,928.3437045263336,2024-01-13,Maestro
2633,2633,370.7930904873609,2024-01-07,JCB 16 digit
2634,2634,635.7795830059816,2024-03-05,Diners Club / Carte Blanche
2635,2635,1029.6303972633716,2024-01-15,VISA 16 digit
2636,2636,1092.703921446377,2024-04-05,VISA 16 digit
2637,2637,1083.8254370966933,2024-03-06,JCB 16 digit
2638,2638,1196.9673265196548,2024-04-24,JCB 16 digit
2639,2639,802.2931448104362,2024-04-11,VISA 13 digit
2640,2640,701.0793810710296,2024-03-08,JCB 16 digit
2641,2641,517.514169127042,2024-01-03,VISA 13 digit
2642,2642,838.005269858075,2024-02-27,Diners Club / Carte Blanche
2643,2643,775.8510189972862,2024-04-26,VISA 19 digit
2644,2644,600.6803161626416,2024-03-16,Discover
2645,2645,665.6362444298339,2024-02-16,JCB 16 digit
2646,2646,403.8251906114547,2024-03-17,Discover
2647,2647,862.1444665139973,2024-01-22,Discover
2648,2648,472.1156230494073,2024-02-06,Maestro
2649,2649,988.2242840606654,2024-01-30,JCB 16 digit
2650,2650,619.4336460689449,2024-05-02,VISA 16 digit
2651,2651,1205.3659635530216,2024-02-17,JCB 16 digit
2652,2652,812.6786966283937,2024-03-07,Discover
2653,2653,764.4049217228235,2024-04-19,American Express
2654,2654,1208.15219136223,2024-04-17,American Express
2655,2655,1017.2306430617964,2024-03-05,JCB 16 digit
2656,2656,1020.1632795077717,2024-01-14,Diners Club / Carte Blanche
2657,2657,469.59801676611073,2024-02-21,JCB 16 digit
2658,2658,810.5256496426451,2024-01-03,Diners Club / Carte Blanche
2659,2659,637.3678593591238,2024-01-20,VISA 19 digit
2660,2660,491.1686504910061,2024-03-14,Maestro
2661,2661,415.85917468662,2024-03-29,Maestro
2662,2662,396.90377961798197,2024-05-04,Mastercard
2663,2663,634.3653492394025,2024-03-15,VISA 16 digit
2664,2664,771.1787040231136,2024-04-02,VISA 16 digit
2665,2665,1219.5226916472247,2024-03-18,JCB 16 digit
2666,2666,1069.9593898395792,2024-02-28,Discover
2667,2667,906.6521464296578,2024-02-26,JCB 16 digit
2668,2668,133.576501200296,2024-01-01,Maestro
2669,2669,1018.3242947293814,2024-01-06,Diners Club / Carte Blanche
2670,2670,569.2187178149335,2024-02-15,American Express
2671,2671,439.791886556568,2024-03-07,VISA 19 digit
2672,2672,825.7766084760995,2024-01-03,JCB 15 digit
2673,2673,1335.0208365817223,2024-03-30,Mastercard
2674,2674,586.5002340562029,2024-03-05,Maestro
2675,2675,795.6314996147617,2024-02-17,Discover
2676,2676,941.616931056936,2024-04-29,JCB 15 digit
2677,2677,926.5762201887981,2024-03-12,Maestro
2678,2678,518.8482723317912,2024-04-06,American Express
2679,2679,546.1445607265596,2024-04-01,Diners Club / Carte Blanche
2680,2680,675.2110550335775,2024-03-22,Maestro
2681,2681,1186.9434971378234,2024-03-07,VISA 16 digit
2682,2682,504.071791848149,2024-02-28,Discover
2683,2683,539.2959791123884,2024-04-27,VISA 16 digit
2684,2684,421.8421313527223,2024-02-18,VISA 16 digit
2685,2685,370.57968989789543,2024-02-15,Maestro
2686,2686,1205.0937021646787,2024-01-31,VISA 19 digit
2687,2687,1236.352661414678,2024-02-28,Maestro
2688,2688,1144.1368764440813,2024-01-05,JCB 16 digit
2689,2689,772.2278041339854,2024-05-02,Diners Club / Carte Blanche
2690,2690,981.3445873077768,2024-04-17,Diners Club / Carte Blanche
2691,2691,911.7833600697018,2024-03-24,VISA 19 digit
2692,2692,1371.9906292613468,2024-02-15,VISA 13 digit
2693,2693,964.3851682548611,2024-04-12,Mastercard
2694,2694,1057.5656907501495,2024-03-04,JCB 15 digit
2695,2695,1091.7176320921913,2024-04-08,JCB 15 digit
2696,2696,1088.3892996116215,2024-02-16,JCB 15 digit
2697,2697,1009.7944109775405,2024-04-23,JCB 15 digit
2698,2698,225.73311716418644,2024-03-09,Maestro
2699,2699,1010.9068302246353,2024-04-20,JCB 15 digit
2700,2700,447.2346253463676,2024-02-25,JCB 16 digit
2701,2701,1090.0929486633281,2024-04-10,JCB 16 digit
2702,2702,339.85918096293676,2024-02-25,VISA 16 digit
2703,2703,1082.4035962688815,2024-03-10,Discover
2704,2704,1134.1808321719127,2024-01-30,VISA 16 digit
2705,2705,965.3411731164119,2024-02-20,VISA 16 digit
2706,2706,850.734528949387,2024-02-23,VISA 19 digit
2707,2707,1042.1780395934816,2024-02-22,VISA 19 digit
2708,2708,879.0573222571281,2024-02-06,VISA 19 digit
2709,2709,1225.4830182904789,2024-02-17,Maestro
2710,2710,708.4287858197406,2024-01-26,Maestro
2711,2711,685.785780281566,2024-01-20,JCB 15 digit
2712,2712,985.4363163606713,2024-01-20,American Express
2713,2713,1295.6385357739096,2024-03-13,VISA 16 digit
2714,2714,1142.2730074622946,2024-02-27,Mastercard
2715,2715,692.3052304193191,2024-04-29,VISA 16 digit
2716,2716,857.4835284414193,2024-04-22,VISA 13 digit
2717,2717,1208.3491310499344,2024-01-20,JCB 16 digit
2718,2718,339.025282173082,2024-01-28,JCB 15 digit
2719,2719,1048.3072069339719,2024-03-05,VISA 19 digit
2720,2720,426.1965241944937,2024-02-19,JCB 16 digit
2721,2721,653.4229408348265,2024-01-29,VISA 16 digit
2722,2722,1072.374819528008,2024-01-02,Diners Club / Carte Blanche
2723,2723,623.3144977994934,2024-04-14,VISA 19 digit
2724,2724,492.8946193701031,2024-03-17,JCB 15 digit
2725,2725,804.2779184517901,2024-04-05,Mastercard
2726,2726,1314.815648757985,2024-04-02,VISA 16 digit
2727,2727,1176.343408183132,2024-04-14,VISA 16 digit
2728,2728,1392.4302335853429,2024-04-10,JCB 16 digit
2729,2729,1305.2430671099473,2024-04-08,Diners Club / Carte Blanche
2730,2730,1292.0204245684772,2024-04-04,VISA 19 digit
2731,2731,1257.075383066785,2024-03-25,JCB 16 digit
2732,2732,1128.7690831820546,2024-03-08,Maestro
2733,2733,1370.9906621144712,2024-04-22,JCB 16 digit
2734,2734,642.0441270049414,2024-01-09,VISA 13 digit
2735,2735,1059.4178022632752,2024-01-02,VISA 13 digit
2736,2736,810.4319158576368,2024-04-30,VISA 16 digit
2737,2737,642.5025797666835,2024-04-20,Maestro
2738,2738,601.6029287299509,2024-02-14,Discover
2739,2739,678.015184776847,2024-05-02,VISA 16 digit
2740,2740,553.3258509701669,2024-04-06,VISA 13 digit
2741,2741,773.7976001428788,2024-04-09,JCB 15 digit
2742,2742,1138.781406121081,2024-01-09,Maestro
2743,2743,1123.1228526752518,2024-01-07,VISA 13 digit
2744,2744,341.5112524124514,2024-03-01,VISA 16 digit
2745,2745,307.70915296379167,2024-03-19,JCB 15 digit
2746,2746,1176.4474985599118,2024-04-27,American Express
2747,2747,564.5802685924925,2024-04-09,JCB 15 digit
2748,2748,842.3150988464126,2024-05-01,Mastercard
2749,2749,1371.6671884750483,2024-02-09,Discover
2750,2750,845.0726539913412,2024-04-01,American Express
2751,2751,916.9689066483143,2024-04-04,JCB 16 digit
2752,2752,1005.289962725494,2024-02-25,Discover
2753,2753,173.08109359489774,2024-03-19,JCB 16 digit
2754,2754,1191.141055018977,2024-01-10,Maestro
2755,2755,1283.3194179857692,2024-04-01,Diners Club / Carte Blanche
2756,2756,647.0081178241297,2024-03-30,JCB 16 digit
2757,2757,866.9789661329546,2024-02-13,JCB 16 digit
2758,2758,574.5864991446995,2024-02-02,Mastercard
2759,2759,936.1113918027872,2024-05-06,American Express
2760,2760,945.9412894160182,2024-03-23,VISA 19 digit
2761,2761,1002.8533287877983,2024-01-06,Discover
2762,2762,975.0180738222753,2024-04-26,Maestro
2763,2763,836.3069884573292,2024-04-24,American Express
2764,2764,693.7976463877756,2024-01-22,JCB 16 digit
2765,2765,465.64973615464373,2024-04-01,VISA 16 digit
2766,2766,375.4106306981529,2024-01-11,VISA 16 digit
2767,2767,801.7279899287435,2024-02-06,Maestro
2768,2768,384.12110351680093,2024-02-13,Discover
2769,2769,451.63228474353343,2024-04-10,Maestro
2770,2770,1038.0839409127414,2024-04-04,VISA 16 digit
2771,2771,546.6781291148517,2024-02-08,VISA 13 digit
2772,2772,1096.9119555359623,2024-02-19,Maestro
2773,2773,539.8016852358306,2024-01-28,American Express
2774,2774,810.7794437131442,2024-01-14,Maestro
2775,2775,336.5365095063802,2024-04-21,VISA 16 digit
2776,2776,857.8113000832611,2024-03-25,American Express
2777,2777,784.2601765098731,2024-04-15,JCB 16 digit
2778,2778,552.1574709894643,2024-04-22,Diners Club / Carte Blanche
2779,2779,286.246691479179,2024-05-06,American Express
2780,2780,581.6043487794757,2024-05-03,Diners Club / Carte Blanche
2781,2781,676.459610220917,2024-02-20,Diners Club / Carte Blanche
2782,2782,818.6762151693781,2024-03-23,JCB 15 digit
2783,2783,999.9444651845085,2024-01-17,VISA 16 digit
2784,2784,1016.333460317664,2024-03-20,Diners Club / Carte Blanche
2785,2785,720.0322930517494,2024-03-29,VISA 13 digit
2786,2786,554.9406122086383,2024-04-04,JCB 16 digit
2787,2787,1017.8657803194021,2024-04-13,JCB 16 digit
2788,2788,1049.7360350400836,2024-02-29,VISA 16 digit
2789,2789,821.8159241613218,2024-01-13,Diners Club / Carte Blanche
2790,2790,425.72950230142146,2024-03-20,VISA 19 digit
2791,2791,835.1160104578761,2024-04-01,Maestro
2792,2792,746.6360995194493,2024-03-28,VISA 13 digit
2793,2793,945.8089202044066,2024-03-19,VISA 19 digit
2794,2794,528.8510740970733,2024-02-02,American Express
2795,2795,1086.074641312819,2024-03-29,VISA 16 digit
2796,2796,1053.402416272956,2024-03-25,VISA 16 digit
2797,2797,796.5673916477484,2024-04-19,JCB 16 digit
2798,2798,678.6748807579568,2024-02-10,Maestro
2799,2799,897.1925792341788,2024-02-25,Diners Club / Carte Blanche
2800,2800,212.69880878521377,2024-03-08,Maestro
2801,2801,1299.3492486680434,2024-03-05,American Express
2802,2802,892.9045214294872,2024-03-04,Discover
2803,2803,975.2938402644444,2024-04-01,Mastercard
2804,2804,577.0420509213518,2024-04-21,Maestro
2805,2805,607.7626297263816,2024-01-26,Maestro
2806,2806,1091.4413412742485,2024-03-02,VISA 16 digit
2807,2807,443.8301290945729,2024-03-06,Mastercard
2808,2808,554.980012865647,2024-02-21,Mastercard
2809,2809,742.9109620858296,2024-03-26,Maestro
2810,2810,573.9909009709997,2024-01-20,Diners Club / Carte Blanche
2811,2811,938.2453066420526,2024-01-02,VISA 16 digit
2812,2812,88.83568346029111,2024-04-23,Diners Club / Carte Blanche
2813,2813,965.7462246589795,2024-02-03,American Express
2814,2814,580.0656630017644,2024-02-19,Mastercard
2815,2815,1321.0199290864514,2024-04-27,Diners Club / Carte Blanche
2816,2816,894.5443322012259,2024-01-27,VISA 16 digit
2817,2817,925.2833702423818,2024-01-24,VISA 19 digit
2818,2818,397.8873220947852,2024-04-10,American Express
2819,2819,812.4373682977883,2024-02-20,Mastercard
2820,2820,890.2872172963307,2024-04-13,VISA 19 digit
2821,2821,1405.4830760875118,2024-03-31,VISA 13 digit
2822,2822,1232.7479788478504,2024-03-31,VISA 16 digit
2823,2823,774.4638377567132,2024-01-15,JCB 15 digit
2824,2824,212.49304272271803,2024-01-21,Diners Club / Carte Blanche
2825,2825,1158.5656903632225,2024-03-01,Diners Club / Carte Blanche
2826,2826,827.1471396898957,2024-03-28,Discover
2827,2827,1107.663468485992,2024-02-09,JCB 16 digit
2828,2828,591.1107763618762,2024-03-01,Mastercard
2829,2829,776.2093553402187,2024-01-14,VISA 16 digit
2830,2830,978.3542282735332,2024-02-23,American Express
2831,2831,791.1738300905537,2024-04-04,Diners Club / Carte Blanche
2832,2832,1144.476391901489,2024-02-06,JCB 15 digit
2833,2833,571.6050760262201,2024-01-18,JCB 16 digit
2834,2834,853.2603670622599,2024-01-22,VISA 16 digit
2835,2835,901.0522542292246,2024-01-12,VISA 13 digit
2836,2836,895.5305515955417,2024-05-01,Diners Club / Carte Blanche
2837,2837,540.2317493263073,2024-02-28,Mastercard
2838,2838,946.5706072333342,2024-02-21,Diners Club / Carte Blanche
2839,2839,1312.588519865172,2024-03-09,Maestro
2840,2840,1268.7327717347928,2024-03-30,VISA 19 digit
2841,2841,444.8296386030686,2024-04-18,VISA 19 digit
2842,2842,740.5461482076103,2024-01-28,JCB 16 digit
2843,2843,251.10296079159033,2024-01-12,JCB 16 digit
2844,2844,758.8176432870988,2024-01-20,Diners Club / Carte Blanche
2845,2845,1269.9298414410778,2024-01-26,Maestro
2846,2846,1181.4283736093048,2024-03-07,Mastercard
2847,2847,1237.6221121749998,2024-01-23,VISA 13 digit
2848,2848,575.2444689829804,2024-03-28,JCB 15 digit
2849,2849,703.1080481376898,2024-01-22,American Express
2850,2850,857.3887278184596,2024-01-17,JCB 15 digit
2851,2851,545.9169636862173,2024-02-12,VISA 19 digit
2852,2852,589.1392079147349,2024-03-03,JCB 16 digit
2853,2853,1205.1176019774957,2024-02-15,VISA 16 digit
2854,2854,751.4434601243242,2024-02-15,VISA 16 digit
2855,2855,906.0063812713848,2024-01-10,Discover
2856,2856,591.3580522926898,2024-03-03,American Express
2857,2857,946.8138899007079,2024-04-16,JCB 16 digit
2858,2858,1078.3603598772056,2024-05-02,VISA 13 digit
2859,2859,1031.7272246752573,2024-02-02,JCB 16 digit
2860,2860,932.3096918370659,2024-02-09,JCB 15 digit
2861,2861,706.8093115421664,2024-03-08,JCB 16 digit
2862,2862,223.87459982420225,2024-02-15,Maestro
2863,2863,586.0813028921341,2024-05-05,VISA 16 digit
2864,2864,806.2505875656148,2024-03-17,JCB 15 digit
2865,2865,937.7487710216865,2024-01-23,VISA 13 digit
2866,2866,1315.5510038824364,2024-02-26,Discover
2867,2867,385.4847869801068,2024-01-12,VISA 13 digit
2868,2868,1256.439167883942,2024-02-03,JCB 15 digit
2869,2869,610.4370094590136,2024-02-07,Diners Club / Carte Blanche
2870,2870,1463.6089174968365,2024-05-01,Mastercard
2871,2871,1034.0547628594359,2024-02-06,VISA 16 digit
2872,2872,411.20646097633335,2024-02-04,American Express
2873,2873,1185.9681292787545,2024-02-28,JCB 16 digit
2874,2874,988.594161797716,2024-02-04,JCB 15 digit
2875,2875,618.186786781558,2024-04-29,JCB 16 digit
2876,2876,760.045470106219,2024-03-11,American Express
2877,2877,1114.8093230484042,2024-04-02,JCB 16 digit
2878,2878,716.1169912336734,2024-04-27,Discover
2879,2879,267.41173432799593,2024-02-25,JCB 16 digit
2880,2880,1144.973791693459,2024-01-14,JCB 15 digit
2881,2881,430.2253270148676,2024-03-28,Mastercard
2882,2882,556.6675345610087,2024-02-29,VISA 16 digit
2883,2883,1201.5391022036235,2024-02-26,Mastercard
2884,2884,975.5499446598961,2024-04-05,VISA 16 digit
2885,2885,770.3683335841974,2024-02-08,American Express
2886,2886,917.8575542636607,2024-03-04,VISA 16 digit
2887,2887,1227.6627222790037,2024-03-07,VISA 13 digit
2888,2888,1131.2308109322291,2024-02-21,Diners Club / Carte Blanche
2889,2889,567.5049701800527,2024-01-16,JCB 16 digit
2890,2890,666.5115859028313,2024-04-18,Discover
2891,2891,1238.7016865018297,2024-01-30,Maestro
2892,2892,1197.4785933688913,2024-01-30,VISA 16 digit
2893,2893,869.6456900810133,2024-04-21,Mastercard
2894,2894,311.6127825027858,2024-05-03,Maestro
2895,2895,1352.3183251948085,2024-04-27,JCB 15 digit
2896,2896,1255.7232937220645,2024-02-25,Mastercard
2897,2897,529.4502169664925,2024-03-15,Discover
2898,2898,320.41826377850833,2024-01-09,JCB 16 digit
2899,2899,885.9236873569912,2024-05-01,Diners Club / Carte Blanche
2900,2900,1296.9933308938434,2024-03-16,VISA 16 digit
2901,2901,1253.4591825507787,2024-02-12,JCB 15 digit
2902,2902,710.9013278584555,2024-02-19,Discover
2903,2903,1193.1438515234404,2024-01-08,American Express
2904,2904,1126.9403123968486,2024-01-19,JCB 16 digit
2905,2905,1063.2189835513589,2024-05-01,Maestro
2906,2906,371.6750196736836,2024-02-19,JCB 15 digit
2907,2907,819.0672960612169,2024-02-24,VISA 19 digit
2908,2908,290.5261911110743,2024-04-23,VISA 16 digit
2909,2909,1013.4133941063844,2024-04-17,Discover
2910,2910,1097.045662238429,2024-04-11,VISA 16 digit
2911,2911,1123.5466962765488,2024-03-27,American Express
2912,2912,777.0303449300145,2024-02-07,Discover
2913,2913,669.8407356633634,2024-03-06,Mastercard
2914,2914,770.5610333915724,2024-02-01,VISA 13 digit
2915,2915,329.0356931568055,2024-02-19,VISA 13 digit
2916,2916,411.7914047283419,2024-03-08,VISA 13 digit
2917,2917,998.6498496527156,2024-04-30,Mastercard
2918,2918,553.2370125761875,2024-04-14,JCB 15 digit
2919,2919,854.0529497257172,2024-03-21,Diners Club / Carte Blanche
2920,2920,1010.665282835557,2024-04-06,VISA 13 digit
2921,2921,596.0472281740211,2024-01-05,JCB 16 digit
2922,2922,1064.764717429019,2024-04-18,Maestro
2923,2923,582.2863010888993,2024-02-16,American Express
2924,2924,423.7980205123848,2024-04-10,Diners Club / Carte Blanche
2925,2925,664.626375496598,2024-03-11,Maestro
2926,2926,594.7664572180971,2024-02-16,VISA 16 digit
2927,2927,650.6242639684557,2024-02-04,VISA 16 digit
2928,2928,1067.8132884514898,2024-02-20,Mastercard
2929,2929,323.433902212343,2024-01-24,VISA 16 digit
2930,2930,684.2434223046981,2024-02-24,JCB 16 digit
2931,2931,1190.9507693100343,2024-02-05,Mastercard
2932,2932,134.19380585153047,2024-04-08,VISA 16 digit
2933,2933,1193.0195913261016,2024-03-03,JCB 16 digit
2934,2934,1172.7215966164881,2024-04-02,JCB 15 digit
2935,2935,414.55121777565864,2024-03-28,VISA 13 digit
2936,2936,948.1796775716413,2024-01-06,VISA 13 digit
2937,2937,1135.0728874041217,2024-03-23,Mastercard
2938,2938,799.617569934107,2024-03-13,VISA 19 digit
2939,2939,673.5304270146677,2024-05-04,Mastercard
2940,2940,553.5511383425956,2024-02-12,JCB 16 digit
